Island,lat,lon
FI,20.343998,-156.472515
FI,20.343704,-156.47329
FI,20.343632,-156.473484
FI,20.343487,-156.473873
FI,20.343415,-156.474068
FI,20.342827,-156.475674
FI,20.342721,-156.475965
FI,20.342545,-156.476452
FI,20.342441,-156.476744
FI,20.34213,-156.47762
FI,20.342028,-156.47791
FI,20.341859,-156.478394
FI,20.341761,-156.47868
FI,20.341709,-156.478829
FI,20.341624,-156.479081
FI,20.341456,-156.479579
FI,20.341356,-156.479878
FI,20.341061,-156.480769
FI,20.340963,-156.481066
FI,20.340802,-156.481561
FI,20.340706,-156.481859
FI,20.340184,-156.483491
FI,20.340121,-156.483689
FI,20.339997,-156.484086
FI,20.339935,-156.484284
FI,20.33969,-156.485079
FI,20.339629,-156.485277
FI,20.339509,-156.485675
FI,20.339449,-156.485874
FI,20.338976,-156.487469
FI,20.338917,-156.487668
FI,20.338801,-156.488067
FI,20.338743,-156.488267
FI,20.338514,-156.489067
FI,20.338458,-156.489267
FI,20.338345,-156.489667
FI,20.33829,-156.489868
FI,20.337849,-156.491473
FI,20.337795,-156.491673
FI,20.337687,-156.492075
FI,20.337633,-156.492276
FI,20.337421,-156.493081
FI,20.337368,-156.493283
FI,20.337265,-156.493686
FI,20.337213,-156.493887
FI,20.336806,-156.495502
FI,20.336755,-156.495704
FI,20.336655,-156.496108
FI,20.336606,-156.49631
FI,20.33641,-156.49712
FI,20.336362,-156.497322
FI,20.336266,-156.497728
FI,20.336219,-156.49793
FI,20.335845,-156.499554
FI,20.335797,-156.499763
FI,20.335703,-156.500181
FI,20.335657,-156.50039
FI,20.335473,-156.501228
FI,20.335428,-156.501437
FI,20.335338,-156.501856
FI,20.335294,-156.502066
FI,20.334944,-156.503745
FI,20.334901,-156.503955
FI,20.334816,-156.504376
FI,20.334774,-156.504586
FI,20.334608,-156.505427
FI,20.334567,-156.505638
FI,20.334486,-156.506059
FI,20.334446,-156.50627
FI,20.334121,-156.508016
FI,20.334068,-156.508306
FI,20.333981,-156.508788
FI,20.333929,-156.509077
FI,20.333776,-156.509946
FI,20.333726,-156.510235
FI,20.333643,-156.510716
FI,20.333595,-156.511002
FI,20.33357,-156.511151
FI,20.333529,-156.511404
FI,20.333449,-156.511905
FI,20.333401,-156.512205
FI,20.333261,-156.513104
FI,20.333215,-156.513404
FI,20.333139,-156.513904
FI,20.333095,-156.514204
FI,20.332836,-156.515983
FI,20.332806,-156.516193
FI,20.332747,-156.516613
FI,20.332718,-156.516824
FI,20.332604,-156.517664
FI,20.332576,-156.517875
FI,20.332522,-156.518295
FI,20.332495,-156.518506
FI,20.332286,-156.52019
FI,20.33226,-156.520401
FI,20.33221,-156.520822
FI,20.332185,-156.521033
FI,20.332089,-156.521876
FI,20.332066,-156.522087
FI,20.33202,-156.522509
FI,20.331998,-156.52272
FI,20.331826,-156.524381
FI,20.331805,-156.524589
FI,20.331765,-156.525005
FI,20.331745,-156.525212
FI,20.331668,-156.526044
FI,20.331649,-156.526252
FI,20.331613,-156.526668
FI,20.331595,-156.526876
FI,20.331458,-156.528541
FI,20.331441,-156.528749
FI,20.331409,-156.529166
FI,20.331393,-156.529374
FI,20.331333,-156.530207
FI,20.331319,-156.530415
FI,20.331291,-156.530832
FI,20.331277,-156.531041
FI,20.331174,-156.532708
FI,20.331162,-156.532917
FI,20.331138,-156.533334
FI,20.331127,-156.533542
FI,20.331084,-156.534377
FI,20.331074,-156.534586
FI,20.331055,-156.535003
FI,20.331046,-156.535212
FI,20.330977,-156.536881
FI,20.330969,-156.53709
FI,20.330954,-156.537507
FI,20.330947,-156.537716
FI,20.330921,-156.538551
FI,20.330915,-156.53876
FI,20.330905,-156.539178
FI,20.3309,-156.539387
FI,20.330864,-156.54111
FI,20.330859,-156.541423
FI,20.330851,-156.541945
FI,20.330847,-156.542259
FI,20.330837,-156.543199
FI,20.330835,-156.543512
FI,20.330832,-156.544034
FI,20.330831,-156.544296
FI,20.330831,-156.544452
FI,20.330832,-156.544766
FI,20.330835,-156.545288
FI,20.330837,-156.545601
FI,20.330847,-156.54654
FI,20.33081,-156.546784
FI,20.330781,-156.546931
FI,20.330725,-156.547226
FI,20.330698,-156.547374
FI,20.330588,-156.547964
FI,20.330561,-156.548112
FI,20.330507,-156.548407
FI,20.33048,-156.548557
FI,20.330227,-156.549976
FI,20.330145,-156.550442
FI,20.330038,-156.551066
FI,20.330001,-156.55128
FI,20.329943,-156.551627
FI,20.329908,-156.551836
FI,20.329838,-156.55226
FI,20.329775,-156.552651
FI,20.329699,-156.55313
FI,20.329588,-156.553843
FI,20.329515,-156.554317
FI,20.329452,-156.554737
FI,20.329385,-156.555194
FI,20.329287,-156.555878
FI,20.329222,-156.556333
FI,20.329067,-156.557457
FI,20.329039,-156.557664
FI,20.328992,-156.558007
FI,20.328965,-156.558212
FI,20.328884,-156.558829
FI,20.328857,-156.559035
FI,20.328814,-156.559378
FI,20.328788,-156.559585
FI,20.328689,-156.56038
FI,20.328648,-156.56071
FI,20.328588,-156.561208
FI,20.328549,-156.561539
FI,20.328478,-156.562153
FI,20.32845,-156.562404
FI,20.328403,-156.56282
FI,20.328376,-156.56307
FI,20.328295,-156.563819
FI,20.328269,-156.564069
FI,20.328225,-156.564486
FI,20.3282,-156.564736
FI,20.32808,-156.565947
FI,20.328022,-156.566582
FI,20.327916,-156.567854
FI,20.327868,-156.568491
FI,20.327796,-156.569545
FI,20.327753,-156.570055
FI,20.327742,-156.570195
FI,20.327719,-156.570477
FI,20.327707,-156.570618
FI,20.327492,-156.573384
FI,20.327452,-156.573962
FI,20.327378,-156.575117
FI,20.327346,-156.575695
FI,20.327232,-156.578008
FI,20.327208,-156.578587
FI,20.327168,-156.579744
FI,20.327152,-156.580323
FI,20.327116,-156.582046
FI,20.327111,-156.582359
FI,20.327103,-156.582882
FI,20.327099,-156.583195
FI,20.327089,-156.584135
FI,20.327087,-156.584448
FI,20.327084,-156.584981
FI,20.327083,-156.585289
FI,20.327083,-156.58541
FI,20.327084,-156.585703
FI,20.327085,-156.586143
FI,20.327087,-156.586436
FI,20.327092,-156.587161
FI,20.327096,-156.587547
FI,20.327105,-156.588187
FI,20.327111,-156.588571
FI,20.327133,-156.58966
FI,20.327136,-156.589793
FI,20.327142,-156.590059
FI,20.327145,-156.590192
FI,20.327159,-156.590723
FI,20.327163,-156.590856
FI,20.327171,-156.591122
FI,20.327175,-156.591256
FI,20.327217,-156.592525
FI,20.327228,-156.592841
FI,20.327242,-156.593218
FI,20.327259,-156.593648
FI,20.327322,-156.59515
FI,20.327331,-156.595351
FI,20.327349,-156.595748
FI,20.327359,-156.595947
FI,20.3274,-156.596741
FI,20.327411,-156.596939
FI,20.327434,-156.597336
FI,20.327445,-156.597534
FI,20.327548,-156.599202
FI,20.327562,-156.59941
FI,20.32759,-156.599827
FI,20.327604,-156.600036
FI,20.327664,-156.600869
FI,20.32768,-156.601077
FI,20.327712,-156.601493
FI,20.327729,-156.601702
FI,20.32782,-156.602805
FI,20.327677,-156.603567
FI,20.32762,-156.603874
FI,20.327527,-156.604386
FI,20.327472,-156.604693
FI,20.327309,-156.605615
FI,20.327255,-156.605922
FI,20.327168,-156.606433
FI,20.327117,-156.606736
FI,20.327091,-156.606892
FI,20.327048,-156.607153
FI,20.326965,-156.607671
FI,20.326916,-156.607981
FI,20.326771,-156.608911
FI,20.326724,-156.609221
FI,20.326646,-156.609738
FI,20.3266,-156.610048
FI,20.326353,-156.611751
FI,20.326324,-156.611958
FI,20.326266,-156.612371
FI,20.326238,-156.612578
FI,20.326126,-156.613405
FI,20.326099,-156.613612
FI,20.326046,-156.614026
FI,20.326019,-156.614233
FI,20.325814,-156.61589
FI,20.325789,-156.616097
FI,20.325739,-156.616512
FI,20.325715,-156.616719
FI,20.325621,-156.617549
FI,20.325598,-156.617756
FI,20.325553,-156.618171
FI,20.325531,-156.618379
FI,20.32536,-156.62004
FI,20.325339,-156.620248
FI,20.325298,-156.620663
FI,20.325278,-156.620871
FI,20.325228,-156.621411
FI,20.325135,-156.621847
FI,20.32507,-156.622153
FI,20.324944,-156.622764
FI,20.324882,-156.623071
FI,20.32464,-156.624296
FI,20.32458,-156.624603
FI,20.324463,-156.625217
FI,20.324405,-156.625531
FI,20.324225,-156.626522
FI,20.32419,-156.62669
FI,20.324151,-156.62688
FI,20.324074,-156.627263
FI,20.324036,-156.627454
FI,20.323886,-156.628221
FI,20.323849,-156.628413
FI,20.323775,-156.628797
FI,20.323739,-156.628989
FI,20.323453,-156.630526
FI,20.323418,-156.630718
FI,20.323348,-156.631102
FI,20.323314,-156.631294
FI,20.323178,-156.632062
FI,20.323145,-156.632254
FI,20.32308,-156.632637
FI,20.323039,-156.63288
FI,20.322988,-156.633193
FI,20.322904,-156.633711
FI,20.322855,-156.634022
FI,20.32271,-156.634952
FI,20.322663,-156.635262
FI,20.322585,-156.635778
FI,20.32254,-156.636088
FI,20.322292,-156.637792
FI,20.322263,-156.637998
FI,20.322205,-156.638412
FI,20.322177,-156.638619
FI,20.322066,-156.639446
FI,20.322038,-156.639653
FI,20.321985,-156.640067
FI,20.321959,-156.640274
FI,20.321753,-156.64193
FI,20.321728,-156.642138
FI,20.321679,-156.642552
FI,20.321655,-156.64276
FI,20.32156,-156.643589
FI,20.321537,-156.643797
FI,20.321492,-156.644212
FI,20.32147,-156.644419
FI,20.321299,-156.646081
FI,20.321278,-156.646288
FI,20.321237,-156.646704
FI,20.321218,-156.646912
FI,20.32114,-156.647743
FI,20.321122,-156.647951
FI,20.321085,-156.648367
FI,20.321067,-156.648575
FI,20.32093,-156.65024
FI,20.320914,-156.650448
FI,20.320881,-156.650865
FI,20.320866,-156.651073
FI,20.320806,-156.651906
FI,20.320791,-156.652114
FI,20.320763,-156.652531
FI,20.32075,-156.65274
FI,20.320647,-156.654407
FI,20.320635,-156.654616
FI,20.320611,-156.655033
FI,20.3206,-156.655241
FI,20.320557,-156.656076
FI,20.320547,-156.656284
FI,20.320527,-156.656701
FI,20.320518,-156.65691
FI,20.32045,-156.65858
FI,20.320442,-156.658788
FI,20.320427,-156.659206
FI,20.32042,-156.659415
FI,20.320431,-156.660255
FI,20.320421,-156.660462
FI,20.320402,-156.660878
FI,20.320392,-156.661087
FI,20.320378,-156.661373
FI,20.320338,-156.662808
FI,20.320333,-156.663121
FI,20.320327,-156.663643
FI,20.320328,-156.663957
FI,20.320333,-156.664896
FI,20.320335,-156.66521
FI,20.320305,-156.665732
FI,20.320304,-156.665994
FI,20.320304,-156.666135
FI,20.320304,-156.66636
FI,20.320305,-156.666734
FI,20.320307,-156.666958
FI,20.320312,-156.667631
FI,20.320314,-156.667855
FI,20.320318,-156.668229
FI,20.320321,-156.668453
FI,20.320339,-156.669686
FI,20.320341,-156.669836
FI,20.320347,-156.670135
FI,20.32035,-156.670285
FI,20.320363,-156.670882
FI,20.320367,-156.671032
FI,20.320374,-156.671331
FI,20.320378,-156.67148
FI,20.320414,-156.672676
FI,20.320418,-156.672825
FI,20.320428,-156.673124
FI,20.320433,-156.673274
FI,20.320439,-156.673435
FI,20.320441,-156.673921
FI,20.320444,-156.674234
FI,20.320454,-156.675174
FI,20.320458,-156.675487
FI,20.320466,-156.676009
FI,20.320471,-156.676323
FI,20.320507,-156.678046
FI,20.320511,-156.678254
FI,20.320522,-156.678672
FI,20.320528,-156.678881
FI,20.320554,-156.679716
FI,20.320561,-156.679925
FI,20.320576,-156.680342
FI,20.320584,-156.680551
FI,20.320653,-156.682221
FI,20.320662,-156.682429
FI,20.320681,-156.682847
FI,20.320691,-156.683055
FI,20.320734,-156.68389
FI,20.320745,-156.684098
FI,20.320769,-156.684515
FI,20.320781,-156.684724
FI,20.320884,-156.686391
FI,20.320898,-156.6866
FI,20.320926,-156.687016
FI,20.32094,-156.687225
FI,20.321,-156.688058
FI,20.321016,-156.688266
FI,20.321048,-156.688683
FI,20.321064,-156.688891
FI,20.321202,-156.690555
FI,20.321219,-156.690764
FI,20.321256,-156.69118
FI,20.321275,-156.691387
FI,20.321352,-156.692219
FI,20.321372,-156.692427
FI,20.321412,-156.692842
FI,20.321433,-156.69305
FI,20.321605,-156.694711
FI,20.321627,-156.694919
FI,20.321672,-156.695334
FI,20.321695,-156.695542
FI,20.321789,-156.696371
FI,20.321813,-156.696579
FI,20.321862,-156.696993
FI,20.321887,-156.6972
FI,20.322093,-156.698857
FI,20.322119,-156.699064
FI,20.322173,-156.699478
FI,20.3222,-156.699685
FI,20.322311,-156.700512
FI,20.32234,-156.700719
FI,20.322397,-156.701132
FI,20.322427,-156.701339
FI,20.322674,-156.703042
FI,20.32272,-156.703352
FI,20.322797,-156.703869
FI,20.322845,-156.704179
FI,20.322989,-156.705108
FI,20.323038,-156.705419
FI,20.323122,-156.705937
FI,20.323164,-156.706198
FI,20.32319,-156.706354
FI,20.323241,-156.706657
FI,20.323329,-156.707168
FI,20.323382,-156.707474
FI,20.323545,-156.708397
FI,20.323601,-156.708704
FI,20.323694,-156.709216
FI,20.32375,-156.709523
FI,20.324067,-156.711213
FI,20.324106,-156.711418
FI,20.324185,-156.711827
FI,20.324225,-156.712032
FI,20.324387,-156.712849
FI,20.324428,-156.713054
FI,20.324511,-156.713462
FI,20.324553,-156.713666
FI,20.324894,-156.715298
FI,20.324937,-156.715502
FI,20.325024,-156.715909
FI,20.325069,-156.716113
FI,20.325247,-156.716926
FI,20.325293,-156.71713
FI,20.325384,-156.717536
FI,20.32543,-156.717739
FI,20.325805,-156.719363
FI,20.325852,-156.719565
FI,20.325948,-156.719971
FI,20.325996,-156.720173
FI,20.326191,-156.720983
FI,20.326241,-156.721185
FI,20.326341,-156.721589
FI,20.326391,-156.721791
FI,20.326799,-156.723406
FI,20.32685,-156.723607
FI,20.326954,-156.72401
FI,20.327006,-156.724212
FI,20.327219,-156.725016
FI,20.327272,-156.725218
FI,20.32738,-156.725619
FI,20.327435,-156.72582
FI,20.327875,-156.727425
FI,20.327931,-156.727625
FI,20.328043,-156.728026
FI,20.3281,-156.728226
FI,20.328328,-156.729025
FI,20.328386,-156.729225
FI,20.328502,-156.729624
FI,20.328561,-156.729824
FI,20.329035,-156.731418
FI,20.329094,-156.731617
FI,20.329215,-156.732015
FI,20.329275,-156.732214
FI,20.32952,-156.733008
FI,20.329582,-156.733206
FI,20.329707,-156.733603
FI,20.329769,-156.733801
FI,20.330291,-156.735433
FI,20.330388,-156.735731
FI,20.330549,-156.736226
FI,20.330646,-156.736523
FI,20.330941,-156.737414
FI,20.331041,-156.737712
FI,20.331209,-156.73821
FI,20.331295,-156.738462
FI,20.331346,-156.738612
FI,20.331445,-156.738898
FI,20.331614,-156.739381
FI,20.331716,-156.739672
FI,20.332027,-156.740548
FI,20.332131,-156.74084
FI,20.332306,-156.741326
FI,20.332412,-156.741617
FI,20.333001,-156.743224
FI,20.333072,-156.743418
FI,20.333217,-156.743807
FI,20.33329,-156.744001
FI,20.333583,-156.744777
FI,20.333657,-156.744971
FI,20.333806,-156.745358
FI,20.333881,-156.745551
FI,20.334483,-156.747095
FI,20.334559,-156.747288
FI,20.334712,-156.747673
FI,20.334789,-156.747866
FI,20.335098,-156.748634
FI,20.335176,-156.748826
FI,20.335332,-156.74921
FI,20.335411,-156.749401
FI,20.336045,-156.750931
FI,20.336125,-156.751122
FI,20.336285,-156.751504
FI,20.336366,-156.751694
FI,20.336582,-156.7522
FI,20.33694,-156.753118
FI,20.337016,-156.753311
FI,20.337169,-156.753696
FI,20.337245,-156.753888
FI,20.337555,-156.754657
FI,20.337632,-156.754849
FI,20.337789,-156.755232
FI,20.337868,-156.755424
FI,20.338502,-156.756954
FI,20.338582,-156.757145
FI,20.338742,-156.757527
FI,20.338823,-156.757717
FI,20.339148,-156.758479
FI,20.33923,-156.758669
FI,20.339394,-156.759049
FI,20.339477,-156.759238
FI,20.340142,-156.760753
FI,20.340226,-156.760942
FI,20.340394,-156.76132
FI,20.340479,-156.761509
FI,20.34082,-156.762263
FI,20.340905,-156.762451
FI,20.341077,-156.762827
FI,20.341164,-156.763014
FI,20.341861,-156.764514
FI,20.341948,-156.764701
FI,20.342124,-156.765075
FI,20.342213,-156.765261
FI,20.342569,-156.766007
FI,20.342658,-156.766193
FI,20.342838,-156.766565
FI,20.342928,-156.766751
FI,20.343656,-156.768234
FI,20.343747,-156.768419
FI,20.343931,-156.768788
FI,20.344023,-156.768973
FI,20.344394,-156.76971
FI,20.344487,-156.769894
FI,20.344675,-156.770262
FI,20.344769,-156.770445
FI,20.34555,-156.771957
FI,20.345694,-156.772233
FI,20.345934,-156.772692
FI,20.346079,-156.772967
FI,20.346516,-156.773792
FI,20.346664,-156.774069
FI,20.346913,-156.774531
FI,20.34704,-156.774766
FI,20.347113,-156.774901
FI,20.34724,-156.775133
FI,20.347459,-156.775531
FI,20.347591,-156.77577
FI,20.347994,-156.776495
FI,20.348129,-156.776736
FI,20.348355,-156.777138
FI,20.348491,-156.777379
FI,20.349247,-156.778708
FI,20.349428,-156.779021
FI,20.349791,-156.779647
FI,20.349974,-156.779959
FI,20.350712,-156.781202
FI,20.350898,-156.781512
FI,20.351273,-156.782129
FI,20.351437,-156.782398
FI,20.351691,-156.782829
FI,20.351911,-156.783201
FI,20.352758,-156.784611
FI,20.352971,-156.784963
FI,20.353402,-156.785663
FI,20.353619,-156.786012
FI,20.354494,-156.787402
FI,20.354714,-156.787748
FI,20.355159,-156.788438
FI,20.355383,-156.788782
FI,20.356313,-156.790192
FI,20.356447,-156.790399
FI,20.356633,-156.790687
FI,20.357007,-156.791262
FI,20.357196,-156.791548
FI,20.357955,-156.792691
FI,20.358146,-156.792975
FI,20.35853,-156.793543
FI,20.358723,-156.793825
FI,20.359655,-156.795174
FI,20.359772,-156.795342
FI,20.360006,-156.795678
FI,20.360124,-156.795846
FI,20.360596,-156.796515
FI,20.360715,-156.796682
FI,20.360953,-156.797015
FI,20.361072,-156.797181
FI,20.362031,-156.798508
FI,20.362151,-156.798673
FI,20.362393,-156.799004
FI,20.362514,-156.799169
FI,20.363,-156.799826
FI,20.363122,-156.799991
FI,20.363367,-156.800318
FI,20.36349,-156.800481
FI,20.364507,-156.801827
FI,20.364693,-156.802073
FI,20.365006,-156.802481
FI,20.365194,-156.802726
FI,20.36576,-156.803459
FI,20.365952,-156.803706
FI,20.366274,-156.804117
FI,20.366439,-156.804328
FI,20.366537,-156.804452
FI,20.366717,-156.804678
FI,20.367028,-156.805067
FI,20.367216,-156.805301
FI,20.367788,-156.806009
FI,20.36798,-156.806245
FI,20.3683,-156.806637
FI,20.368493,-156.806872
FI,20.369563,-156.808169
FI,20.369694,-156.808326
FI,20.369955,-156.808639
FI,20.370086,-156.808795
FI,20.370612,-156.809417
FI,20.370743,-156.809573
FI,20.371008,-156.809883
FI,20.37114,-156.810037
FI,20.372205,-156.811271
FI,20.372338,-156.811424
FI,20.372606,-156.811731
FI,20.37274,-156.811884
FI,20.373278,-156.812495
FI,20.373413,-156.812647
FI,20.373684,-156.812951
FI,20.37382,-156.813102
FI,20.374937,-156.814342
FI,20.37511,-156.814533
FI,20.375397,-156.814849
FI,20.37557,-156.815038
FI,20.37609,-156.815605
FI,20.376264,-156.815793
FI,20.376554,-156.816106
FI,20.376729,-156.816294
FI,20.377861,-156.817505
FI,20.378081,-156.817738
FI,20.378523,-156.818203
FI,20.378745,-156.818434
FI,20.379637,-156.819356
FI,20.379861,-156.819585
FI,20.38031,-156.820042
FI,20.380536,-156.820269
FI,20.382349,-156.822079
FI,20.382576,-156.822304
FI,20.383033,-156.822753
FI,20.383262,-156.822976
FI,20.384184,-156.823864
FI,20.384415,-156.824086
FI,20.384879,-156.824526
FI,20.385112,-156.824744
FI,20.386333,-156.825883
FI,20.386558,-156.826091
FI,20.386933,-156.826436
FI,20.387158,-156.826643
FI,20.387837,-156.827261
FI,20.388067,-156.82747
FI,20.388453,-156.827818
FI,20.388652,-156.827996
FI,20.38877,-156.828101
FI,20.388973,-156.82828
FI,20.38942,-156.828806
FI,20.389623,-156.829047
FI,20.389961,-156.829445
FI,20.390164,-156.829683
FI,20.390775,-156.830396
FI,20.390979,-156.830632
FI,20.39132,-156.831026
FI,20.39153,-156.831266
FI,20.391802,-156.831576
FI,20.39211,-156.831925
FI,20.392579,-156.832453
FI,20.392891,-156.832803
FI,20.393624,-156.833618
FI,20.393758,-156.833767
FI,20.393981,-156.834013
FI,20.394114,-156.83416
FI,20.394516,-156.8346
FI,20.39465,-156.834747
FI,20.394874,-156.834991
FI,20.395009,-156.835137
FI,20.395352,-156.835508
FI,20.395458,-156.835622
FI,20.395672,-156.835851
FI,20.395778,-156.835965
FI,20.396207,-156.83642
FI,20.396314,-156.836533
FI,20.396529,-156.83676
FI,20.396637,-156.836873
FI,20.3975,-156.837776
FI,20.397608,-156.837888
FI,20.397825,-156.838113
FI,20.397934,-156.838225
FI,20.398369,-156.838673
FI,20.398478,-156.838784
FI,20.398697,-156.839007
FI,20.398806,-156.839118
FI,20.399176,-156.839492
FI,20.39939,-156.839707
FI,20.399748,-156.840065
FI,20.399963,-156.840279
FI,20.400611,-156.84092
FI,20.400828,-156.841133
FI,20.40119,-156.841487
FI,20.40141,-156.841701
FI,20.402379,-156.842638
FI,20.402727,-156.842973
FI,20.403011,-156.843245
FI,20.403178,-156.843404
FI,20.403437,-156.843651
FI,20.403591,-156.843797
FI,20.404056,-156.844235
FI,20.404211,-156.844381
FI,20.404471,-156.844623
FI,20.404626,-156.844768
FI,20.404923,-156.845044
FI,20.405096,-156.845207
FI,20.40523,-156.845334
FI,20.4055,-156.845587
FI,20.405636,-156.845714
FI,20.406721,-156.846721
FI,20.406858,-156.846848
FI,20.407133,-156.8471
FI,20.407271,-156.847226
FI,20.407823,-156.847728
FI,20.407964,-156.847856
FI,20.408247,-156.84811
FI,20.408437,-156.84828
FI,20.408711,-156.848522
FI,20.409185,-156.848939
FI,20.409471,-156.849188
FI,20.410293,-156.849901
FI,20.410487,-156.850068
FI,20.410876,-156.8504
FI,20.411071,-156.850566
FI,20.411855,-156.851226
FI,20.412051,-156.85139
FI,20.412445,-156.851717
FI,20.412642,-156.85188
FI,20.413434,-156.852528
FI,20.413632,-156.852689
FI,20.41403,-156.85301
FI,20.414229,-156.85317
FI,20.415029,-156.853807
FI,20.415212,-156.853951
FI,20.415579,-156.854239
FI,20.415763,-156.854382
FI,20.415936,-156.854517
FI,20.416028,-156.85459
FI,20.416248,-156.854764
FI,20.416976,-156.855334
FI,20.417218,-156.855523
FI,20.417581,-156.855805
FI,20.418119,-156.856213
FI,20.419251,-156.857058
FI,20.419549,-156.857286
FI,20.419755,-156.857444
FI,20.420059,-156.857675
FI,20.420543,-156.858041
FI,20.420853,-156.858275
FI,20.421049,-156.858421
FI,20.421425,-156.8587
FI,20.421614,-156.858839
FI,20.421833,-156.859
FI,20.422031,-156.859143
FI,20.422508,-156.85949
FI,20.422643,-156.859587
FI,20.422913,-156.859781
FI,20.423049,-156.859878
FI,20.423324,-156.860074
FI,20.423637,-156.860294
FI,20.424519,-156.860912
FI,20.42476,-156.861079
FI,20.425242,-156.861411
FI,20.425484,-156.861576
FI,20.425692,-156.861717
FI,20.425898,-156.861856
FI,20.426019,-156.861937
FI,20.427098,-156.8627
FI,20.427352,-156.862872
FI,20.42759,-156.863031
FI,20.427831,-156.863192
FI,20.428223,-156.863452
FI,20.428458,-156.863608
FI,20.429166,-156.864072
FI,20.429402,-156.864226
FI,20.429797,-156.864482
FI,20.430035,-156.864636
FI,20.430534,-156.864956
FI,20.430806,-156.865129
FI,20.431217,-156.86539
FI,20.431491,-156.865563
FI,20.432456,-156.86617
FI,20.432782,-156.866373
FI,20.433275,-156.866679
FI,20.433576,-156.866865
FI,20.433681,-156.86693
FI,20.433885,-156.867055
FI,20.434183,-156.867236
FI,20.434355,-156.86734
FI,20.434882,-156.867658
FI,20.435059,-156.867764
FI,20.435353,-156.86794
FI,20.4355,-156.868028
FI,20.43583,-156.868221
FI,20.436869,-156.868825
FI,20.437533,-156.869221
FI,20.438336,-156.869688
FI,20.438635,-156.869859
FI,20.439019,-156.870077
FI,20.439327,-156.870251
FI,20.440125,-156.870693
FI,20.44072,-156.871016
FI,20.441196,-156.871269
FI,20.442507,-156.87201
FI,20.442896,-156.872219
FI,20.44309,-156.872322
FI,20.444523,-156.873078
FI,20.44471,-156.873175
FI,20.445084,-156.87337
FI,20.445271,-156.873466
FI,20.446021,-156.873851
FI,20.446209,-156.873946
FI,20.446585,-156.874136
FI,20.446773,-156.87423
FI,20.448282,-156.87498
FI,20.448471,-156.875073
FI,20.448849,-156.875258
FI,20.449038,-156.87535
FI,20.449796,-156.875716
FI,20.449986,-156.875807
FI,20.450366,-156.875987
FI,20.450556,-156.876077
FI,20.451999,-156.876752
FI,20.452181,-156.876836
FI,20.452543,-156.877003
FI,20.452725,-156.877086
FI,20.453452,-156.877416
FI,20.453634,-156.877498
FI,20.453998,-156.877661
FI,20.454181,-156.877742
FI,20.455642,-156.878385
FI,20.455825,-156.878465
FI,20.456191,-156.878624
FI,20.456374,-156.878703
FI,20.457108,-156.879016
FI,20.457291,-156.879093
FI,20.457659,-156.879248
FI,20.457843,-156.879325
FI,20.459358,-156.879951
FI,20.459629,-156.880062
FI,20.460082,-156.880246
FI,20.460354,-156.880356
FI,20.461172,-156.880683
FI,20.46145,-156.880794
FI,20.461916,-156.880977
FI,20.462158,-156.881071
FI,20.462307,-156.881129
FI,20.462597,-156.88124
FI,20.463104,-156.881433
FI,20.46341,-156.881548
FI,20.464343,-156.881896
FI,20.464655,-156.882011
FI,20.465039,-156.882115
FI,20.465186,-156.882178
FI,20.465499,-156.882287
FI,20.466184,-156.882551
FI,20.466509,-156.882678
FI,20.466776,-156.882775
FI,20.467334,-156.882978
FI,20.467613,-156.883076
FI,20.468682,-156.88344
FI,20.469017,-156.883547
FI,20.469582,-156.883725
FI,20.469899,-156.883824
FI,20.47098,-156.884219
FI,20.47112,-156.884265
FI,20.471402,-156.884357
FI,20.471543,-156.884402
FI,20.472107,-156.884583
FI,20.472248,-156.884628
FI,20.47253,-156.884717
FI,20.472672,-156.884761
FI,20.474185,-156.885231
FI,20.474374,-156.885289
FI,20.474753,-156.885404
FI,20.474942,-156.885461
FI,20.475701,-156.885688
FI,20.475891,-156.885744
FI,20.476271,-156.885854
FI,20.476461,-156.885909
FI,20.477983,-156.886344
FI,20.478174,-156.886398
FI,20.478555,-156.886504
FI,20.478746,-156.886557
FI,20.479509,-156.886766
FI,20.4797,-156.886817
FI,20.480082,-156.886919
FI,20.480273,-156.88697
FI,20.481804,-156.887369
FI,20.481996,-156.887419
FI,20.482379,-156.887516
FI,20.482571,-156.887565
FI,20.483338,-156.887756
FI,20.48353,-156.887803
FI,20.483914,-156.887896
FI,20.484106,-156.887942
FI,20.485645,-156.888306
FI,20.485837,-156.888351
FI,20.486223,-156.88844
FI,20.486415,-156.888483
FI,20.487186,-156.888657
FI,20.487379,-156.888699
FI,20.487765,-156.888784
FI,20.487958,-156.888825
FI,20.489553,-156.889164
FI,20.489846,-156.889225
FI,20.490335,-156.889326
FI,20.490628,-156.889385
FI,20.49151,-156.889562
FI,20.49181,-156.889621
FI,20.492312,-156.889719
FI,20.492572,-156.889768
FI,20.492725,-156.889797
FI,20.492991,-156.889846
FI,20.493459,-156.889931
FI,20.493741,-156.889982
FI,20.494606,-156.890135
FI,20.494894,-156.890185
FI,20.495375,-156.890267
FI,20.495664,-156.890315
FI,20.49727,-156.890579
FI,20.497465,-156.890611
FI,20.497855,-156.890673
FI,20.49805,-156.890703
FI,20.49883,-156.890822
FI,20.499025,-156.890852
FI,20.499416,-156.890909
FI,20.499611,-156.890937
FI,20.501173,-156.891157
FI,20.501369,-156.891184
FI,20.50176,-156.891237
